"gene_symbol","log_fc_with_age","fdr_with_age","log_fc_without_age","fdr_without_age"
"IL2RB",1.27201307794482,0.373717873772512,1.26785382246782,0.387592677459117
"IL2RG",1.30687517221211,0.272179853068842,1.25251609690695,0.315426895195241
"IL32",-2.4690347326151,0.0794892795822812,-2.37045830841185,0.122370992541136
"IL33",-0.521606630022552,0.764413979958459,-0.331298753807548,0.881688408655817
"IL34",0.279557284901505,0.607317709215671,0.278645944736564,0.618734753794325
"IL36G",1.47163871240997,0.0636158128565344,1.49999495875764,0.0853215371386733
"IL3RA",1.05364699825469,0.0598018586493571,0.997683635630783,0.115204656399497
"IL4I1",0.883181268805714,0.198773197134645,0.792061976802638,0.329548770181728
"IL4R",1.31753778860083,0.0175744431174623,1.26937353672985,0.053353452972157
"IL6R",-0.549506136875708,0.251274145355549,-0.531552611632462,0.28866842721917
"IL6ST",-0.0287737412904523,0.96439138168657,-0.00325687066735636,0.995555255580947
"IL7",-0.585872527475284,0.469093293167031,-0.500197143172003,0.597506654768199
"IL7R",2.02479958423353,0.0393235005508458,2.02788822476732,0.0665784750978383
"IL9R",-0.456965276391115,0.416987747905345,-0.446959463853237,0.443461908166292
"ILDR1",0.51195691059626,0.273117809721871,0.512999194946256,0.28798903044497
"ILDR2",-3.76713301875938,0.0208466145130766,-3.4835506915866,0.0863441887288589
"ILF2",-0.0482359438406306,0.864345199093764,-0.0496219145572141,0.868251973144125
"ILF3",0.00379798966971112,0.983532027475387,0.0117816735458156,0.952631079507842
"ILK",0.167350114548704,0.390777647124121,0.141169831576669,0.558534108643797
"ILKAP",0.297077520963493,0.224644001492646,0.249629052124479,0.454224559340613
"ILRUN",-0.372299673022184,0.16695943481645,-0.363010664132375,0.198457220812622
"ILVBL",-0.308876745713177,0.349823443982234,-0.29370184791058,0.3997635691302
"IMMP1L",-0.496836974527743,0.112993036381389,-0.474323976303451,0.162691294171966
"IMMP2L",-1.1922777021798,0.0286136695673094,-1.1686744926996,0.0616385415893412
"IMMT",-0.751337174393269,0.0457112939951377,-0.71818506892791,0.0905839661775029
"IMP3",0.109379395334735,0.70627584109719,0.107875235317595,0.722735298823812
"IMP4",-0.914043671533091,0.0686044259292548,-0.878375401881937,0.110875538679469
"IMPA1",-0.341892675831101,0.166245674774843,-0.317385339474115,0.252323702249817
"IMPA2",-0.310528114008705,0.459790931541988,-0.319855211874603,0.459184460376516
"IMPACT",-0.262358485836179,0.386569191929487,-0.226617706710002,0.527452318727036
"IMPDH1",0.745475987453005,0.0360160124127162,0.711258480593017,0.081533449174256
"IMPDH2",-0.439312743255387,0.174037625507429,-0.414349039115918,0.238004006134671
"INAFM1",0.524013053723549,0.269065024697968,0.489862881082749,0.338273784387161
"INAFM2",0.188789333754248,0.544825532282403,0.210089958719504,0.527604465938949
"INAVA",-1.42237168217184,0.0444157234867735,-1.28921833517315,0.155737013959236
"INCENP",0.486440951305935,0.275858236906567,0.48872247658495,0.289821081481015
"INF2",0.0598733738541499,0.884125892209015,0.051772848620887,0.908002742251245
"ING1",0.084379370582127,0.730265340643714,0.0284209165972724,0.947490725098482
"ING2",-0.290717019319862,0.346496807316639,-0.290082024413337,0.360881075975271
"ING3",0.034874599122146,0.934826513327896,0.0453900369286764,0.919651876595764
"ING4",0.182331879639459,0.517720809040821,0.130765673280375,0.746702211301316
"ING5",0.0847909610779789,0.661767042303874,0.0775806897658002,0.710272688724595
"INHBA",2.3129480519444,0.0773293759016318,2.33205309130495,0.0964628409771879
"INHBB",1.35577478132995,0.225237281158883,1.54384923182469,0.274464650266795
"INHCA",0.926972252842563,0.452165698486277,1.0896665296935,0.453612272802141
"INIP",0.0715961433112948,0.862863549415783,0.071692855052448,0.869638509164588
"INKA1",0.128067589095241,0.825916024722522,0.0564909246779277,0.941219450986749
"INO80",0.271538150481015,0.142999784679883,0.259005281732533,0.196026102427383
"INO80B",-0.420356342414616,0.208237049941869,-0.421821846153513,0.221883189165641
"INO80C",0.487801186370903,0.137874764763797,0.462524716875853,0.194896583686366
"INO80D",0.163119616966706,0.662835458034637,0.187000685940423,0.638146834812518
"INO80E",0.26193838011905,0.272531326149821,0.233870253839974,0.4016553931667
"INPP1",0.943867917524376,0.0930468266531353,0.871912355676163,0.181455805365879
"INPP4A",0.119858537471049,0.779575314052017,0.103532053109848,0.823391578286089
"INPP4B",0.361421729199908,0.53327776811505,0.323048881603266,0.610574341722225
"INPP5A",0.551872189902775,0.0250599085605158,0.544226431913476,0.0564855871767469
"INPP5B",0.270217719954285,0.145838817724957,0.248546117317598,0.247138203361395
"INPP5D",1.06154628229092,0.0351441757072986,1.01271634725415,0.0806619319793834
"INPP5E",0.141859384757152,0.67518708891767,0.125723645774496,0.730980882695569
"INPP5F",0.206098777528172,0.510594313715862,0.212084345315181,0.511195109949831
"INPP5J",-0.0540211033251598,0.962020591553446,-0.0599507950710555,0.959086354635362
"INPP5K",0.341939761001777,0.0849238089836876,0.33748174327486,0.113694836475504
"INPPL1",-0.0153637107590754,0.953516418794873,-0.0380836277636449,0.896617965514686
"INSIG1",-1.40709481105387,0.101950892180352,-1.28553362655179,0.208958189244529
"INSIG2",0.189231821403665,0.490644598672716,0.184338570612644,0.518488637720346
"INSR",-1.0239103864129,0.0193111826545974,-0.928273610072809,0.111411230105202
"INSRR",-1.34366238752983,0.0649498021734983,-1.28302992081173,0.11250047684119
"INSYN1",-1.23123253024347,0.0423379894341372,-1.17959844788012,0.0847939683499382
"INTS1",-0.192269922296517,0.418487209155779,-0.193263295619801,0.431022437535434
"INTS10",0.123517008358757,0.548985153144657,0.105082653047251,0.657477680119946
"INTS11",0.149824524867103,0.484434141715045,0.131040149311825,0.590972751940011
