"gene_symbol","compartment","contrast","log_fc","ave_expr","t_stat","p_value","fdr"
"DDIT4L","medulla","early_vs_control",-2.6036199989256,3.69575126776036,-5.6497458471713,3.78613339149375e-05,0.0134950986177877
"FSD2","medulla","early_vs_control",-1.32876204533282,2.91553504047576,-5.62876176783968,3.85901723201441e-05,0.0134950986177877
"CDKL1","medulla","early_vs_control",-1.23954992814023,7.07404332290774,-5.61649206468763,4.03622383395593e-05,0.0134950986177877
"FBLIM1","medulla","early_vs_control",1.13836051997886,6.01753804624926,5.58363809684768,4.30013843954719e-05,0.0134950986177877
"GLIPR2","medulla","early_vs_control",1.95850333221235,4.28308067350903,5.56576644436352,4.45114066999024e-05,0.0134950986177877
"CD1D","medulla","early_vs_control",1.76627824738601,5.13170359201064,5.5282636513176,4.78611861572879e-05,0.0134950986177877
"ENTPD5","medulla","early_vs_control",-1.57138775229797,6.00103207477348,-5.52190151509794,4.84548416306239e-05,0.0134950986177877
"CD14","medulla","early_vs_control",2.04075503283126,4.44948223116176,5.52184363641819,4.84602771590338e-05,0.0134950986177877
"PDE2A","medulla","early_vs_control",0.853456311233141,6.28018559263226,5.50223412561931,4.93244271608395e-05,0.0134950986177877
"NOX4","medulla","early_vs_control",-3.17775160539364,3.55899142096467,-5.50756197795667,4.98209728455361e-05,0.0134950986177877
"MMP28","medulla","early_vs_control",0.905121909996096,6.33924202958003,5.49372078637491,5.05217932310215e-05,0.0134950986177877
"PLEKHA6","medulla","early_vs_control",-1.41065686998883,6.94833718782278,-5.49919651548923,5.0636294302446e-05,0.0134950986177877
"SLIT2","medulla","early_vs_control",-2.53970963634196,3.77450291057478,-5.49560709996846,5.09903481178809e-05,0.0134950986177877
"CRB2","medulla","early_vs_control",-2.22726063312725,3.77332119224869,-5.4901788616622,5.1530651257662e-05,0.0134950986177877
"SLC31A1","medulla","early_vs_control",-1.23668841977339,6.47491100333917,-5.48903596239268,5.16451630343247e-05,0.0134950986177877
"LOC109492205","medulla","early_vs_control",-2.57408776054679,1.49077382400147,-5.48369313496821,5.21839838818889e-05,0.0134950986177877
"PLD2","medulla","early_vs_control",1.1708042660269,6.19875862105936,5.47471729567099,5.31023158583252e-05,0.0134950986177877
"PPARD","medulla","early_vs_control",0.939040456806554,5.442610823148,5.46700242379027,5.32581532381297e-05,0.0134950986177877
"CRLS1","medulla","early_vs_control",-0.901766617034936,4.31681848709169,-5.45782966433163,5.37874266356255e-05,0.0134950986177877
"SLC23A1","medulla","early_vs_control",-3.15836738221898,4.70405474304833,-5.46727456111711,5.38764604879442e-05,0.0134950986177877
"RALGAPA2","medulla","early_vs_control",-1.37144985636867,6.39463398331151,-5.45713722001354,5.49496952093455e-05,0.0134950986177877
"HNF4G","medulla","early_vs_control",-3.1103236919031,3.18345743884751,-5.45263532410647,5.54333728252851e-05,0.0134950986177877
"GNAI2","medulla","early_vs_control",0.853154057050141,8.03959079999177,5.44151291338729,5.55304984721861e-05,0.0134950986177877
"IGSF11","medulla","early_vs_control",-4.66120769586939,1.27511849280677,-5.44232442772599,5.65578173860241e-05,0.0134950986177877
"TOM1L1","medulla","early_vs_control",-1.1578172972507,4.59603531767267,-5.43139391724301,5.77756070029146e-05,0.0134950986177877
"PSPH","medulla","early_vs_control",-2.66596563369379,2.9917661887687,-5.42858256613067,5.80931853979681e-05,0.0134950986177877
"LOC101099044","medulla","early_vs_control",-3.72027480196547,4.05096949875888,-5.41379378203653,5.97937306104986e-05,0.0134950986177877
"AZGP1","medulla","early_vs_control",-2.9084299967748,2.49982640437509,-5.39971407450286,6.14605642243525e-05,0.0134950986177877
"LOC123386784","medulla","early_vs_control",3.75710229294239,-0.569151322164902,5.39312556945689,6.17403298317027e-05,0.0134950986177877
"MAP7","medulla","early_vs_control",-2.00858091136726,6.88697075837477,-5.393154820097,6.22534076029042e-05,0.0134950986177877
"SERPINE2","medulla","early_vs_control",2.33511587153943,5.41668042507271,5.38083483340972,6.37712639756252e-05,0.0134950986177877
"WDR72","medulla","early_vs_control",-2.78549237730762,3.67125326733874,-5.37596475158524,6.43817689413155e-05,0.0134950986177877
"GRAMD1B","medulla","early_vs_control",-1.321696806635,7.33979595575708,-5.37552354672625,6.44373750505016e-05,0.0134950986177877
"LOC102901560","medulla","early_vs_control",2.05584809291469,2.58904447048152,5.37315047257256,6.47373114927835e-05,0.0134950986177877
"METRN","medulla","early_vs_control",-3.34050851562063,1.8398698375119,-5.36455686289283,6.58355921207043e-05,0.0134950986177877
"CASP4","medulla","early_vs_control",1.62853084543086,4.80075490307337,5.36309530206748,6.60242890453067e-05,0.0134950986177877
"KIF20B","medulla","early_vs_control",-1.6917365250842,2.33207167368887,-5.3586076013075,6.62954343573772e-05,0.0134950986177877
"TMSB4X","medulla","early_vs_control",1.25811584758469,9.69888764743184,5.33806472991675,6.93440427832717e-05,0.0137129769988415
"ANXA1","medulla","early_vs_control",1.18973229987292,7.07343585962803,5.32625001873339,7.09704279326712e-05,0.0137129769988415
"TM7SF3","medulla","early_vs_control",-0.969223721096807,6.89008988474281,-5.32218050373169,7.12094165635724e-05,0.0137129769988415
"REC8","medulla","early_vs_control",1.26796174000817,4.66278682500326,5.32112473969689,7.16881621938884e-05,0.0137129769988415
"TCAIM","medulla","early_vs_control",-1.72730394942791,4.5385435592954,-5.30993380418328,7.32814833185232e-05,0.0137129769988415
"IRF9","medulla","early_vs_control",1.16627744633299,5.80173399169068,5.30960207345112,7.33292679007425e-05,0.0137129769988415
"NUDT19","medulla","early_vs_control",-1.60857318309501,5.54023490023311,-5.30093862964547,7.45886602106059e-05,0.0137129769988415
"GK","medulla","early_vs_control",-2.81543107432903,5.12805602798733,-5.29678276347813,7.52006956259481e-05,0.0137129769988415
"PLAUR","medulla","early_vs_control",1.28335999106933,4.8520084497256,5.29510216793624,7.54496671187976e-05,0.0137129769988415
"LOC101088850","medulla","early_vs_control",-5.68359809823685,1.12880575394715,-5.28504706250331,7.6957157248739e-05,0.0138224108201941
"LRRN4CL","medulla","early_vs_control",2.02541989938559,6.1327585427912,5.27603885976508,7.83340886475558e-05,0.013906122457933
"HMOX1","medulla","early_vs_control",1.76890538346032,3.92774792710997,5.26634157726798,7.98447922963878e-05,0.0139891189678201
"MPZL1","medulla","early_vs_control",0.960557111657304,6.98535566040305,5.24517721070818,8.28740081312092e-05,0.0139891189678201
"ADAM15","medulla","early_vs_control",0.852764916934589,7.80832535456634,5.22715196255158,8.47010141462744e-05,0.0139891189678201
"FMO5","medulla","early_vs_control",-1.83312285621354,4.21632296535686,-5.23201615572492,8.5438116246888e-05,0.0139891189678201
