"gene_symbol","compartment","contrast","log_fc","ave_expr","t_stat","p_value","fdr"
"UMOD","cortex","late_vs_early",-2.02853317025989,10.1344202202636,-3.47354224593697,0.00263549825329379,0.257988661257322
"MID1","cortex","late_vs_early",0.550373194424113,4.04889542004638,3.46663890314002,0.00265202200534784,0.257988661257322
"SLC38A1","cortex","late_vs_early",1.23795478150814,4.45755793318324,3.4694349903329,0.00265986110313379,0.257988661257322
"CRISP1","cortex","late_vs_early",2.38202493443883,1.44649137129673,3.46544060168341,0.00268376779177702,0.257988661257322
"SYPL2","cortex","late_vs_early",-1.03310597129206,0.68653613190183,-3.46076499310407,0.00268725503953573,0.257988661257322
"MFSD4A","cortex","late_vs_early",-1.49612567263122,5.22753406837798,-3.46432238482891,0.00269049833288318,0.257988661257322
"LOC109493846","cortex","late_vs_early",-0.552488329799619,2.06725306244633,-3.45731920171111,0.00270813826998754,0.257988661257322
"LOC109502909","cortex","late_vs_early",-3.05630656468157,0.0571151797757003,-3.4606545290482,0.00271269236151499,0.257988661257322
"VRK3","cortex","late_vs_early",-0.425039727481892,6.02770505502341,-3.45551119851303,0.0027191596642522,0.257988661257322
"BABAM1","cortex","late_vs_early",-0.246538312394967,5.87042582805794,-3.45406272841858,0.00272802130958352,0.257988661257322
"NPY2R","cortex","late_vs_early",-2.03103906486361,1.44083218734882,-3.45687959615346,0.00273572308171152,0.257988661257322
"LOC105260590","cortex","late_vs_early",1.44688784638638,0.397657703490218,3.44106754757711,0.00280881034663964,0.257988661257322
"SAMD12","cortex","late_vs_early",0.660573886448856,2.61948570090334,3.44082963735367,0.0028103111857849,0.257988661257322
"LRP8","cortex","late_vs_early",1.04440487854972,4.24144929702086,3.44374612520234,0.00281736410381545,0.257988661257322
"LAMB1","cortex","late_vs_early",0.509124845002518,8.42718622845496,3.43825043490019,0.00282663275120052,0.257988661257322
"HAUS6","cortex","late_vs_early",0.548097695191712,2.42118918476449,3.43686408511405,0.00283544436867977,0.257988661257322
"RNFT2","cortex","late_vs_early",-0.506418614886576,2.3962869026047,-3.43653898970755,0.00283751458806198,0.257988661257322
"PRXL2B","cortex","late_vs_early",-0.738286585000216,1.97033132375661,-3.43400119509424,0.00285372667612246,0.257988661257322
"TMEM185B","cortex","late_vs_early",0.292897869148934,3.78612044795744,3.43015603008684,0.00287846478380421,0.257988661257322
"NRIP3","cortex","late_vs_early",1.26253317027239,2.64444780923023,3.42877380322658,0.00291337166227044,0.257988661257322
"SNRPN","cortex","late_vs_early",-0.486156770656185,4.32270298497918,-3.42467080847898,0.00291412064745765,0.257988661257322
"LOC102901432","cortex","late_vs_early",1.05915907610769,2.73791664684831,3.42777004851259,0.00291992229795456,0.257988661257322
"DOCK7","cortex","late_vs_early",0.454498732716235,4.39970371861548,3.42033491327744,0.00294261330177485,0.257988661257322
"MYO1B","cortex","late_vs_early",0.44983457169169,5.10088571792227,3.41979149419002,0.00294620360403437,0.257988661257322
"ETV4","cortex","late_vs_early",1.62960475054191,2.5797645639458,3.42081374646347,0.00296572096083624,0.258205211699472
"DDRGK1","cortex","late_vs_early",-0.305518122010785,6.34952045019692,-3.40792735812598,0.00302567338932205,0.261919578141942
"CFAP410","cortex","late_vs_early",-0.415274055339988,5.01235611930864,-3.39892950241675,0.00308734872643609,0.262081381513913
"PXDN","cortex","late_vs_early",0.690097942932652,7.40519478847511,3.40183302122929,0.00308980778155514,0.262081381513913
"NHS","cortex","late_vs_early",0.626294502196025,4.00233609902041,3.39812787532576,0.00310165037079739,0.262081381513913
"ACER2","cortex","late_vs_early",0.805927394185242,4.07797744387421,3.4007282507094,0.00310197150782067,0.262081381513913
"VAT1","cortex","late_vs_early",-0.310231690212043,7.42465863243748,-3.39508972473219,0.00311404374364673,0.262081381513913
"LOC109496237","cortex","late_vs_early",-2.26609353222926,0.844680146477831,-3.39355574653697,0.00315210631264582,0.262363775115515
"CFLAR","cortex","late_vs_early",0.408130222587571,5.31748921482879,3.38899030154112,0.00315691636718855,0.262363775115515
"ADI1","cortex","late_vs_early",-0.57151705419895,7.3615752574027,-3.3877803220415,0.00316935578890615,0.262363775115515
"UBB","cortex","late_vs_early",-0.437878996549284,9.34301068197177,-3.38206249430462,0.00320631686162275,0.263980946395234
"PTGFRN","cortex","late_vs_early",0.623031101438117,4.22246956408383,3.37947933014306,0.00323761123231598,0.26511660842354
"BCL2L15","cortex","late_vs_early",1.60579732989099,2.9043135837561,3.37109543569889,0.00331432028087276,0.269938913628718
"SPON1","cortex","late_vs_early",1.22470523452842,7.52163236366481,3.3644937997906,0.00336354275988408,0.271115800322394
