"gene_symbol","log_fc","fdr","mean_tissues","frac_kidney_specific","mean_fold_change","n_enhancers","state"
"SNN",0.402600176935375,0.419804631942116,5.667,0,3.834,3,"unchanged"
"SNRK",-0.421100961810708,0.0223095177481056,3.286,0.286,4.808,7,"repressed"
"SNRPC",-0.0409359857719416,0.816504805278098,3,0,5.214,1,"unchanged"
"SNRPD2",0.00232872887361335,0.992919683598905,7,0,2.745,1,"unchanged"
"SNRPD3",-0.338814113177776,0.0665321557882846,3,0,4.542,1,"repressed"
"SNTB2",0.135398561613817,0.602376483186047,2.333,0,3.718,3,"unchanged"
"SNU13",-0.247138386993279,0.10878259950654,2,0,2.846,1,"unchanged"
"SNUPN",0.00375577273005057,0.984540164134688,4.333,0,4.029,3,"unchanged"
"SNW1",-0.0869543352932061,0.461797605235782,5,0,3.745,1,"unchanged"
"SNX10",0.177870770008917,0.643020043787848,3,0,3.253,2,"unchanged"
"SNX15",-0.0569925237898241,0.794082473321565,5,0,3.067,1,"unchanged"
"SNX17",-0.219899902851253,0.100108373515859,3,0,2.846,1,"unchanged"
"SNX18",-0.0610394187514798,0.801956430447155,1,1,3.067,1,"unchanged"
"SNX19",0.0229938891669779,0.875796472101112,2,0,3.067,1,"unchanged"
"SNX20",2.10518213934917,0.0798276708024679,6.5,0,4.847,2,"induced"
"SNX21",-0.0719729178353496,0.743066143950822,7,0,12.078,1,"unchanged"
"SNX22",0.317684589376111,0.67358421454434,2.111,0.667,3.899,9,"unchanged"
"SNX31",-0.6161313927568,0.13306285906963,1,1,3.517,2,"unchanged"
"SNX33",-0.130344901555798,0.355195974619481,4.333,0,4.029,3,"unchanged"
"SNX7",-0.737123364802137,0.0289731060615928,7,0,14.216,1,"repressed"
"SNX9",-0.0193325200425782,0.941906248419849,4.5,0,3.906,4,"unchanged"
"SOAT1",1.34802951644971,0.0121444879987254,5,0,4.14,3,"induced"
"SOBP",0.917229378692948,0.0926253651952904,2,0,4.141,1,"induced"
"SOCS1",1.95553914716714,0.00577770871303924,5.75,0,3.937,4,"induced"
"SOCS4",0.535673958334106,0.0541621544190516,1,1,2.76,1,"induced"
"SOCS5",0.0535239085494612,0.760832689442117,3.4,0,3.377,5,"unchanged"
"SOCS7",-0.645097247565706,0.0311734940018665,1.333,0.667,3.476,3,"repressed"
"SOD1",-1.08746713583167,0.0436446623872153,2.8,0.2,3.468,5,"repressed"
"SOGA1",0.105068609191556,0.708576248435495,1.5,0.5,3.003,2,"unchanged"
"SORBS2",-0.0282147346454513,0.926501891467266,2.429,0.571,3.655,7,"unchanged"
"SORBS3",0.478190730600613,0.0570035748954199,5,0,8.138,2,"induced"
"SORD",-1.79186044153769,0.0197929391485239,3.5,0,9.485,2,"repressed"
"SORT1",-0.0478066253706757,0.910960115531898,4,0.25,3.97,4,"unchanged"
"SOS1",-0.0404180283875215,0.799581913406532,3,0,3.374,1,"unchanged"
"SOSTDC1",0.739458811525414,0.0905336197350588,1,1,3.492,2,"induced"
"SOWAHB",0.424062691860931,0.321044571012898,2.273,0.182,3.352,11,"unchanged"
"SOWAHC",-0.580645521509981,0.0488848459154072,5,0,3.451,2,"repressed"
"SOX13",-0.110795667784516,0.701125737099856,4,0,4.067,6,"unchanged"
"SOX17",-0.0407124969905084,0.917881037856896,6,0,17.023,1,"unchanged"
"SOX4",0.304878863647484,0.549826892992682,6.5,0,24.481,2,"unchanged"
"SOX7",-0.424035412178759,0.154171729406659,3.571,0,4.031,7,"unchanged"
"SP100",1.2802939891069,0.0189697804198601,7,0,6.554,1,"induced"
"SP2",0.0623367603781722,0.743913208959988,6.5,0,8.331,2,"unchanged"
"SP3",0.114216776442655,0.533190796325895,2,0,3.221,1,"unchanged"
"SP6",0.313703000542655,0.294065166586854,4.333,0,5.268,3,"unchanged"
"SPA17",0.0639861714787378,0.914376381011335,3.5,0,5.975,2,"unchanged"
"SPAAR",2.52701398689831,0.00327118314837507,5.5,0,7.105,2,"induced"
"SPAG6",1.57371463186152,0.0721023017520733,6,0,17.33,1,"induced"
"SPARC",1.31378406981151,0.043521603278735,4.556,0,5.184,9,"induced"
"SPARCL1",1.57260318547416,0.0125469047404911,3,0,3.191,2,"induced"
"SPAST",-0.123717791846663,0.314383878903314,7,0,15.428,1,"unchanged"
"SPATA13",-0.0619501072962958,0.735984401596684,1.6,0.4,3.481,5,"unchanged"
"SPATA16",-1.24102338289074,0.395973702072429,1,1,4.831,4,"unchanged"
"SPATA2",-0.423642358296515,0.0426892493539394,2.4,0.2,3.222,5,"repressed"
"SPATA24",-0.879959363769236,0.0354453785458302,4.5,0,5.033,6,"repressed"
"SPATA2L",0.212859089519609,0.426399274377693,7,0,10.418,2,"unchanged"
"SPATS2L",-0.271241586741785,0.373046955642697,2,0,3.987,1,"unchanged"
"SPC24",0.632291589010798,0.271738953837762,4.5,0,4.447,2,"unchanged"
"SPEF2",-0.198029712360523,0.650123667429676,1,1,5.906,1,"unchanged"
"SPEG",0.995115363011587,0.0336531499672259,6,0,7.16,2,"induced"
"SPHK1",0.877643035105645,0.0559628987332254,6,0,4.701,1,"induced"
"SPI1",2.05561331810846,0.0321178422322815,5.333,0,8.44,3,"induced"
"SPIB",4.04204885146729,0.0173837458248364,7,0,13.091,1,"induced"
"SPIN1",-0.0736626862353598,0.672030585257344,3.4,0.2,5.829,5,"unchanged"
"SPINDOC",0.105386114892287,0.665799417686656,2,0.714,4.358,7,"unchanged"
"SPNS2",-0.279591055395768,0.38215298323824,4,0.125,5.881,8,"unchanged"
"SPNS3",0.209759306692165,0.686134299010214,3.5,0,4.079,2,"unchanged"
"SPOCD1",0.351738647116843,0.574634989596565,3.667,0,3.394,3,"unchanged"
"SPOCK2",0.0252705199831,0.967060731392546,5,0,2.914,1,"unchanged"
"SPOCK3",-0.706888858041791,0.353722954561636,4,0,3.895,1,"unchanged"
"SPON2",1.30129318862945,0.0646909234837626,5.75,0,4.332,4,"induced"
"SPOP",-0.155947767902262,0.177140725746631,4,0,3.987,1,"unchanged"
"SPP2",-2.92936089834357,0.222209190553788,2.833,0,4.566,6,"unchanged"
"SPPL2B",-0.253999157067634,0.282656919838024,3,0,3.565,3,"unchanged"
"SPPL3",0.0932835340990268,0.459027198088521,2,0,4.701,1,"unchanged"
"SPRING1",-0.42078153790235,0.045902138135855,1.778,0.333,3.837,9,"repressed"
"SPRYD7",0.148599514798915,0.42622233858034,5,0,3.134,1,"unchanged"
"SPTAN1",-0.351224050631686,0.0906451413108044,2.4,0.4,3.477,5,"repressed"
"SPTBN1",-0.352229060481983,0.142114487892268,3.6,0,5.229,5,"unchanged"
"SPTBN2",-0.472301696276073,0.213557260071742,3,0,5.243,1,"unchanged"
"SPTBN4",0.122354609106215,0.809295674761829,5,0,4.383,2,"unchanged"
"SPTSSA",-0.109821821382776,0.624704006490491,2.625,0.125,3.574,8,"unchanged"
"SPX",-0.570529535041076,0.0636686952262715,7,0,10.521,1,"repressed"
"SQLE",-0.372185047840877,0.278327445251255,2,0,4.384,4,"unchanged"
"SRA1",0.147260754813345,0.401461918049099,7,0,3.221,1,"unchanged"
"SRC",0.399941953824797,0.0317680613081981,5,0,3.628,12,"induced"
"SRCIN1",0.977101199926516,0.150331865363516,4,0,5.38,1,"unchanged"
"SRD5A1",-0.430875974706645,0.0397892962661504,3,0,3.067,1,"repressed"
"SRD5A2",-1.3634196417557,0.133061655145771,1.25,0.75,5.053,4,"unchanged"
"SREBF2",0.10911546278969,0.718462078218655,5,0,3.595,1,"unchanged"
"SRGAP2",-0.0934027018928978,0.747805653397767,4,0,4.372,1,"unchanged"
"SRL",-0.912697785442343,0.0326118325042886,3,0,2.907,2,"repressed"
"SRPK2",0.0425099395192508,0.730509492447074,7,0,15.336,1,"unchanged"
"SRPK3",1.06257448123146,0.0396810970543105,5,0,7.821,2,"induced"
"SRRM2",-0.11091877914278,0.53657109717038,7,0,21.064,1,"unchanged"
"SRRM3",-1.79440672874321,0.00835591892055131,2,0,3.18,2,"repressed"
"SRSF1",-0.0171419835812339,0.891452401127127,2.25,0.5,4.703,4,"unchanged"
"SRSF10",0.0148742595347278,0.931906693761143,5,0,5.293,6,"unchanged"
"SRSF3",0.178425944665135,0.245720692355512,3,0,2.846,1,"unchanged"
"SRSF4",0.126486321390336,0.444407562739641,3.75,0,5.078,4,"unchanged"
"SRSF5",-0.176588451779956,0.360982170196737,1,1,2.247,1,"unchanged"
"SRXN1",0.727149443140688,0.0735609325737109,6,0,10.084,1,"induced"
"SSBP1",0.0556008351712967,0.649603507146044,1,1,3.451,2,"unchanged"
"SSBP3",0.0749369620832701,0.669320907835704,3.389,0.167,4.863,18,"unchanged"
"SSC4D",-0.0426880557754598,0.960114853158766,5,0,8.431,2,"unchanged"
"SSH2",1.18171913097659,0.00810044516608624,3.667,0,3.218,6,"induced"
"SSH3",0.0112448655668231,0.948699342353009,4,0,3.067,1,"unchanged"
"SSR1",-0.138018480359759,0.560186854270581,2,0,2.914,1,"unchanged"
"SSR2",0.0651932202001753,0.769128717576649,7,0,12.034,1,"unchanged"
"SSR4",0.40637978387542,0.260139342901358,7,0,11.502,1,"unchanged"
"SSTR2",-2.8481550565187,0.0105158300838607,3.5,0,4.69,2,"repressed"
"SSUH2",0.45222874222173,0.426170867328862,2.667,0,4.294,3,"unchanged"
"ST13",-0.67178356492319,0.0209812486455079,1,1,2.76,1,"repressed"
"ST3GAL1",0.474773107129872,0.0292827066519072,4,0,4.063,1,"induced"
"ST3GAL2",-0.140517194212292,0.456446488056429,3.25,0.25,6.411,4,"unchanged"
"ST3GAL5",-0.287290274993804,0.231732176978986,3.462,0.154,4.156,13,"unchanged"
"ST6GAL2",-0.178028817634932,0.704336322189276,3,0,3.987,3,"unchanged"
"ST6GALNAC3",-1.18991319514189,0.124404304756222,1,1,5.604,4,"unchanged"
"ST6GALNAC4",1.27983354657218,0.0197409500403066,7,0,10.683,1,"induced"
"ST8SIA1",1.0982453219546,0.139451333714752,1,1,3.834,1,"unchanged"
"ST8SIA4",0.122858454480972,0.841652616893227,7,0,9.887,1,"unchanged"
"ST8SIA5",-0.443038806341157,0.254173148748011,4,0,7.668,1,"unchanged"
"STAB1",0.484897130125153,0.174020338094682,4.667,0,4.456,9,"unchanged"
"STAB2",0.0724006926154466,0.918852295348887,1.6,0.4,4.271,5,"unchanged"
"STAC",-0.180922858882881,0.763121235421287,3.333,0,3.604,3,"unchanged"
"STAC2",0.98813354405039,0.0945501417804416,3,0,3.738,4,"induced"
"STAC3",1.17150407192024,0.0230294800587811,5,0,4.212,1,"induced"
"STAG3",0.718776973402423,0.350914399190896,5,0,10.198,2,"unchanged"
"STAMBP",0.114205323351311,0.392750394644041,7,0,29.821,1,"unchanged"
"STARD10",0.284120277311785,0.437962705960663,4.333,0,6.135,3,"unchanged"
"STARD13",0.368241870719882,0.159666746944383,7,0,18.876,1,"unchanged"
"STARD3NL",-0.105853371482671,0.615919064370151,1,1,4.261,3,"unchanged"
"STARD8",-1.01336281639934,0.00670220056546078,4.5,0,10.352,2,"repressed"
"STARD9",0.227043164287281,0.587587913564145,3.25,0,3.555,8,"unchanged"
"STAT2",0.351130723983139,0.194636694170825,4,0,3.834,1,"unchanged"
"STAT4",1.08718571124775,0.108351662549167,1,1,4.158,2,"unchanged"
"STAU1",-0.0572248998409233,0.628822080240188,5.5,0,15.761,2,"unchanged"
"STC1",-1.52453691672996,0.019803145149502,2.286,0,3.123,7,"repressed"
"STC2",0.646733560894802,0.161139057497312,5,0,5,1,"unchanged"
"STEAP3",0.916443749703161,0.00698531122215053,7,0,13.396,1,"induced"
"STIL",0.586621201270373,0.0940465370616175,7,0,6.15,1,"induced"
"STIM2",0.171149989926098,0.185415670971536,4,0,4.909,6,"unchanged"
"STIMATE",-0.0252405605532182,0.880925508883906,1,1,2.729,2,"unchanged"
"STING1",1.37046055737945,0.0416663030593841,5.333,0,5.879,3,"induced"
"STK10",1.28573950319798,0.02333425501345,6,0,6.629,2,"induced"
"STK17B",2.24995950792585,0.0156880923918952,4.667,0,3.783,3,"induced"
"STK3",-0.0355800191054989,0.886907664245507,2.5,0,3.21,2,"unchanged"
"STK32B",-0.206329480242631,0.481981925337773,2,0,3.31,2,"unchanged"
"STK32C",-0.312568596360282,0.53359318793888,4,0,7.168,4,"unchanged"
"STK38L",0.198486567075208,0.319814206965405,2,0,5.214,1,"unchanged"
"STK39",0.0674310527229682,0.797599541418146,7,0,16.266,1,"unchanged"
"STMN1",0.823374930689623,0.160690326462196,5,0,7.361,1,"unchanged"
"STOM",-0.271806844015199,0.318715141226753,4.286,0,3.826,7,"unchanged"
"STOML1",0.481853890942847,0.0447281812260952,3.5,0.25,3.078,4,"induced"
"STOML2",-0.338699272834187,0.0234777932192389,7,0,10.812,1,"repressed"
"STON1",0.293440110438728,0.591530459321773,5,0,4.447,1,"unchanged"
"STOX1",-0.919943108439433,0.00677539041992639,3,0,10.735,1,"repressed"
"STPG1",0.387271359570017,0.426472651670148,4,0,3.347,2,"unchanged"
"STRA6",-0.768866625556617,0.276075138705809,2.4,0.3,3.613,10,"unchanged"
"STRADA",0.289717657398367,0.16605122564322,2,0,3.221,1,"unchanged"
"STRADB",-0.59065640323165,0.221059227001729,2.125,0.625,5.006,8,"unchanged"
"STRN3",0.0311918481271904,0.91291317841816,5,0,2.607,1,"unchanged"
"STS",0.386928401482876,0.229994535162292,1,1,3.144,2,"unchanged"
"STT3B",-0.160482804823771,0.459157095031009,7,0,2.772,1,"unchanged"
"STUM",0.440619657452686,0.397445674034257,2,0,2.939,1,"unchanged"
"STX11",1.37117115053669,0.0370395342801982,7,0,10.786,1,"induced"
"STX1A",1.47016554463511,0.0199636855636103,2.75,0,2.983,4,"induced"
"STX1B",-0.332256824695945,0.347407054528403,4,0,6.742,1,"unchanged"
"STX3",-0.831478679842556,0.0235621663342889,3.273,0.091,5.154,11,"repressed"
"STX4",0.107912259631294,0.5668932898141,4,0,6.742,1,"unchanged"
"STX6",0.393563277536221,0.0626137057027038,3.167,0,3.975,6,"induced"
"STX7",-0.195718800340782,0.588425465762025,2.5,0,7.002,2,"unchanged"
"STXBP1",0.304210359963011,0.116850625984224,7,0,4.335,1,"unchanged"
"SUCLG1",-0.937040568046453,0.0252423058778933,1,1,2.404,1,"repressed"
"SUFU",-0.0391390650787358,0.831822200359083,2.333,0.667,4.645,3,"unchanged"
"SULF1",1.20620352438021,0.0837464750610979,2.5,0.5,3.451,2,"induced"
"SULF2",0.275137696768806,0.603733491964796,3,0,5.061,1,"unchanged"
"SULT1B1",-1.41032833617847,0.164252948760454,3.333,0,5.031,6,"unchanged"
"SULT1C2",-1.22340397596397,0.0572582355845164,1.625,0.5,3.442,8,"repressed"
"SUMO1",-0.571137301516292,0.00731756310893154,1,1,3.48,2,"repressed"
"SUN2",0.836378146782061,0.0111396223445771,6,0,4.973,1,"induced"
"SUPT3H",0.180002446277387,0.615422863940178,5,0,3.607,1,"unchanged"
"SUPT7L",-0.323482273656275,0.192904183814496,1,1,2.718,1,"unchanged"
"SUPV3L1",-0.103099974859493,0.578435251633852,6,0,4.82,1,"unchanged"
"SUSD1",-0.0418561020536785,0.877180621517084,4,0,3.987,1,"unchanged"
"SUSD4",-1.27882074594111,0.0121444879987254,1,1,3.527,1,"repressed"
"SUSD6",-0.0481307864685929,0.79081803933856,3.5,0,7.608,2,"unchanged"
"SUV39H1",0.639175497696999,0.0799920156940941,7,0,6.441,1,"induced"
"SUZ12",-0.0865244938915386,0.765772669190052,6,0,4.821,1,"unchanged"
"SV2C",-0.515950111495047,0.300620832567733,1,1,2.607,1,"unchanged"
"SVEP1",3.03981786908634,0.00509288658207903,1,1,2.837,2,"induced"
"SVIL",0.948845935828647,0.00753105946404048,2.571,0.143,3.523,7,"induced"
"SWAP70",0.275628651295943,0.15876459264227,3.5,0,3.124,2,"unchanged"
"SWSAP1",0.0598338309192874,0.779328685993785,2,0,3.527,1,"unchanged"
"SYAP1",-0.697422773124488,0.0950437442125729,2.6,0.4,8.189,5,"repressed"
"SYCE1L",-0.833447200745057,0.3634780051472,6,0,6.901,1,"unchanged"
"SYDE1",0.22809866438085,0.289977802963498,3,0,2.891,2,"unchanged"
"SYN1",0.759830832980243,0.154359500016009,4,0.5,6.27,2,"unchanged"
"SYN3",-1.70515975216372,0.0777459463961132,1,1,2.17,1,"repressed"
"SYNC",0.98157973743004,0.0135983527585162,5,0,5.214,1,"induced"
"SYNE3",0.850856772570802,0.0534326366070139,7,0,7.237,2,"induced"
"SYNE4",0.106510588895836,0.698789169087969,5,0,2.823,1,"unchanged"
"SYNGR1",-0.398164814349051,0.0475071344217997,7,0,6.039,1,"repressed"
"SYNJ2",1.14594919188499,0.0108056645043231,4.4,0,3.959,5,"induced"
"SYNPO",0.497206427091074,0.167213638976676,4.333,0,3.839,6,"unchanged"
"SYP",-0.764875085229766,0.0450474957923004,1,1,2.76,1,"repressed"
"SYT11",1.49300808481876,0.00851814989145768,7,0,5.422,1,"induced"
"SYT12",3.88163975656619,0.00626077304637086,3.5,0,3.43,4,"induced"
"SYT13",-0.242300337947417,0.768872957357824,1,1,2.319,1,"unchanged"
"SYT17",-0.521397179781915,0.0884261644610334,1,1,2.914,2,"repressed"
"SYT3",0.862055806811954,0.0975908243000296,4,0,3.375,1,"induced"
"SYT8",0.0710349205676333,0.88170459337267,6,0,5.063,2,"unchanged"
"SYTL1",0.915755880452599,0.159097787300541,6,0,3.374,1,"unchanged"
"SYTL3",-0.0384712962990559,0.971091605179539,3,0,3.719,3,"unchanged"
"SYTL4",0.244891199622769,0.314828334417151,7,0,10.889,1,"unchanged"
"SZRD1",-0.0479926942678208,0.747659049856016,2.2,0.5,4.029,10,"unchanged"
"TAAR1",-0.899293526451813,0.270322499383131,2,0,3.207,3,"unchanged"
"TAB1",-0.137922551623919,0.371688634060574,3.25,0,4.735,4,"unchanged"
"TAB2",-0.122099181385619,0.275210618988137,2,0.25,3.408,4,"unchanged"
"TAB3",-0.199583637306738,0.558201274804616,2.4,0.6,3.636,5,"unchanged"
"TACC2",-0.0347423197614845,0.924492737629551,7,0,9.968,1,"unchanged"
"TACC3",1.49226793407366,0.0221474447125904,6,0,7.111,1,"induced"
"TACO1",-0.280924960803106,0.421623505318089,2.5,0.75,7.496,4,"unchanged"
"TADA2A",0.281404055819962,0.0464475744451974,4,0,2.196,1,"induced"
"TADA2B",0.378654340594499,0.0526076695855016,3.333,0,3.885,3,"induced"
"TAF11",-0.0942448896790502,0.557783242497693,4,0,3.491,14,"unchanged"
"TAF1B",0.18632597194649,0.286790194309746,7,0,20.518,1,"unchanged"
"TAF1D",0.115884179278893,0.610292697963403,1,1,4.089,2,"unchanged"
"TAF5",-0.285645862058923,0.17128178457779,7,0,17.087,1,"unchanged"
"TAGAP",2.52714869978675,0.0105854976039101,6,0,5.674,1,"induced"
"TAGLN",1.34126445866681,0.026646308848004,2,0.5,3.834,2,"induced"
"TAGLN2",0.56618238471046,0.0141629003102845,7,0,9.578,1,"induced"
"TAL1",0.227539284176945,0.612665933526567,2,0.75,4.279,4,"unchanged"
"TANC2",-0.433753081976109,0.0808643859250289,3,0,3.834,1,"repressed"
"TANGO2",0.139650951264814,0.409226415523877,4.333,0,7.009,3,"unchanged"
"TANK",-0.0905547111166549,0.555732332706073,7,0,20.862,1,"unchanged"
"TAOK3",-0.0119680235927939,0.948793257990736,4.667,0,4.686,3,"unchanged"
"TARBP1",0.162143975549267,0.396212918229311,3,0.667,5.418,3,"unchanged"
"TARDBP",-0.0745736933016401,0.600042170051975,5,0,3.221,1,"unchanged"
"TARS2",-0.289582279580813,0.180892117622359,3.333,0.333,3.709,3,"unchanged"
"TASL",2.09894374887137,0.0278508428011452,2.25,0.25,4.112,4,"induced"
"TATDN1",-0.0577182680562869,0.657280457817613,7,0,23.577,1,"unchanged"
"TBC1D10A",-0.236646851369806,0.427207563437929,4.667,0,3.732,3,"unchanged"
"TBC1D10C",1.35226949340297,0.0653820812601504,6,0,3.452,1,"induced"
"TBC1D15",-0.267487259893072,0.529549933373346,1,1,3.466,7,"unchanged"
"TBC1D16",0.456017458541802,0.202995189641193,1,1,5.13,3,"unchanged"
"TBC1D20",0.0698109965520821,0.549050372526423,4,0,2.846,1,"unchanged"
"TBC1D24",0.165236404657972,0.626322578253921,3.857,0.143,3.166,7,"unchanged"
"TBC1D30",0.16849962888854,0.639068126794639,7,0,11.655,1,"unchanged"
"TBC1D4",-0.959938909715193,0.0407492337094649,7,0,21.061,1,"repressed"
"TBC1D8",0.350089173292068,0.197376236387527,3,0,4.754,1,"unchanged"
"TBC1D8B",-0.368998714281599,0.707603327879771,6,0,7.975,1,"unchanged"
"TBC1D9",0.506044383488165,0.0930109352988188,3,0,5.935,2,"induced"
"TBCA",-0.162007323693603,0.302506750419634,2,0,3.953,1,"unchanged"
"TBCB",0.242939862447189,0.254752180195177,7,0,8.742,1,"unchanged"
"TBCE",-0.133985711856749,0.589376583106512,1,1,3.527,1,"unchanged"
"TBCK",-0.174374900697898,0.28058332054027,2,0,3.874,1,"unchanged"
"TBL2",0.385394214335393,0.0125469047404911,6,0,12.597,2,"induced"
"TBP",-0.397161125146547,0.0888796958494696,2,0,3.221,1,"repressed"
"TBRG1",-0.483771893820599,0.109245541547324,1,1,4.538,6,"unchanged"
"TBX1",2.1449261978677,0.0317196793213829,3,0,4.444,3,"induced"
"TBX2",-0.109801198875916,0.631193871684476,3,0,4.349,2,"unchanged"
"TBX21",1.5901515895646,0.10429582732512,4.5,0,3.757,2,"unchanged"
"TBX3",0.096232494089957,0.759926920367544,3,0.5,4.141,2,"unchanged"
"TBXAS1",1.90404993879807,0.0095045340338583,1,1,3.338,2,"induced"
"TCAF1",0.408537544824921,0.383920789245921,6,0,13.771,2,"unchanged"
"TCEA1",-0.205068303107977,0.265242115721575,2,0,2.953,2,"unchanged"
"TCEA2",-0.316124774987402,0.0820851301893825,4,0,3.874,1,"repressed"
"TCEAL1",0.0866196930089087,0.578325630807379,6,0,3.527,1,"unchanged"
"TCEANC",-0.0697668306661194,0.762615861636997,1.6,0.6,4.018,5,"unchanged"
"TCF20",0.0235913090932485,0.847609484520504,5,0,10.738,2,"unchanged"
"TCF21",0.32641892355059,0.605518664770349,1.5,0.5,3.503,2,"unchanged"
"TCF23",-0.32569457921761,0.739080392452632,4,0,3.446,1,"unchanged"
"TCF7",0.635452089307523,0.428469998118595,6,0,4.601,1,"unchanged"
"TCF7L1",0.0138295962882022,0.967849830050751,1.333,0.667,3.092,6,"unchanged"
"TCFL5",-0.21501536313166,0.352195333636826,3,0.667,3.75,3,"unchanged"
"TCIM",-0.496441212961344,0.12074335390361,3,0,3.385,4,"unchanged"
"TCN2",-0.926768698771947,0.0220912522215913,1,1,3.473,1,"repressed"
"TCP11L1",0.0189799499705163,0.935409232629432,1.5,0.667,3.717,6,"unchanged"
"TCTE1",0.433917532634303,0.501979032191062,4,0,2.237,1,"unchanged"
"TCTN3",0.0132500003738203,0.948067837844689,1,1,3.551,1,"unchanged"
"TDP2",0.0358074682708169,0.889268961152461,1,1,3.051,1,"unchanged"
"TDRD7",-0.472853242132649,0.0359326695903402,1,1,6.163,2,"repressed"
"TDRD9",1.51267837489233,0.182780816135593,7,0,25.034,1,"unchanged"
"TEAD1",0.0381833387699846,0.926750044230752,4,0,3.067,1,"unchanged"
"TEC",-0.180395282441943,0.413378595189465,2.75,0.5,2.872,4,"unchanged"
"TECPR1",0.169777686252246,0.548700347407875,3,0,4.941,1,"unchanged"
"TEDC1",-0.466049244987476,0.191420605996274,6,0,5.101,1,"unchanged"
"TEF",-0.881861603659547,0.00698531122215053,6,0,4.841,1,"repressed"
"TEK",-0.114160013891897,0.728353311869996,3.125,0,3.633,8,"unchanged"
"TENT2",-0.00890251814521115,0.960035379799859,3,0,2.607,1,"unchanged"
"TENT4A",0.151532594213686,0.341666808273781,1,1,2.846,1,"unchanged"
"TENT4B",-0.900964016947146,0.0240579197277217,2,0.25,3.058,4,"repressed"
"TENT5B",-0.184575188582957,0.602234108292587,5,0,4.244,3,"unchanged"
"TERF2",-0.17915829932251,0.0865189883942141,3.667,0.111,4.485,9,"repressed"
"TESC",1.3475108519524,0.0660592700488777,4.75,0,3.606,4,"induced"
"TESK1",0.0396406609576196,0.845166880110878,4,0.167,3.697,6,"unchanged"
"TESPA1",0.0957005649478022,0.87461988415912,4,0,3.067,1,"unchanged"
"TET2",0.0572386358718191,0.822478157732756,6,0,4.644,1,"unchanged"
"TET3",-0.17712629511785,0.255955183949042,4,0,4.328,3,"unchanged"
"TEX22",-0.544515492018896,0.162196579898504,6,0,8.742,1,"unchanged"
"TEX35",-1.71758117638465,0.0154969079768391,3,0,5.693,1,"repressed"
"TFAP2A",0.161479603809617,0.564933534231485,2,0,5.27,1,"unchanged"
"TFAP4",0.229948046601796,0.508225196847344,2,0,3.681,1,"unchanged"
"TFDP1",0.0398925830544039,0.762615861636997,1,1,2.914,1,"unchanged"
"TFPI",-0.6364176266138,0.0767377576887523,1,1,4.045,1,"repressed"
"TFPI2",1.74693057904579,0.00900256111141386,2,0,2.697,1,"induced"
"TFRC",0.0334007275666455,0.961983354568322,5.571,0,4.838,7,"unchanged"
