"gene_symbol","log_fc","fdr","mean_tissues","frac_kidney_specific","mean_fold_change","n_enhancers","state"
"NDRG2",-0.326845402419243,0.162525611523667,5,0,3.067,1,"unchanged"
"NDRG4",1.51235727681981,0.00330146632416522,6,0,5.626,3,"induced"
"NDST1",0.0452366786241729,0.740474874210497,7,0,6.288,1,"unchanged"
"NDUFA12",-0.613411020277392,0.0336631622856199,1,1,3.527,1,"repressed"
"NDUFA6",-0.507383670503012,0.0419047367384341,2,0,3.296,1,"repressed"
"NDUFA7",-0.0757929151282335,0.761189433992575,4,0,4.44,3,"unchanged"
"NDUFA8",-0.655410385754313,0.0170588536876254,2.333,0,3.17,3,"repressed"
"NDUFAF1",-0.424738909612383,0.31131491193362,7,0,15.643,1,"unchanged"
"NDUFAF6",-0.488917500896868,0.187340428739952,2.75,0.5,4.913,4,"unchanged"
"NDUFB11",-0.56640939053678,0.0281604421995401,2,0,3.374,1,"repressed"
"NDUFB3",-0.4047213201825,0.0839013654718288,2,0,2.607,1,"repressed"
"NDUFB4",-0.364828040127644,0.153673231831831,1.714,0.714,4.372,7,"unchanged"
"NDUFB7",-0.319372027433071,0.18124652136024,5.5,0,5.138,2,"unchanged"
"NDUFB9",-0.444845268213389,0.10429582732512,7,0,23.577,1,"unchanged"
"NDUFS1",-0.835191531677452,0.0547725837719316,3.5,0,5.623,2,"repressed"
"NDUFS2",-0.506561266714742,0.0577442665436297,5,0,8.374,1,"repressed"
"NDUFS3",-0.753481905510149,0.0162849898496127,3,0.333,4.435,3,"repressed"
"NDUFS5",-0.532296221200358,0.0196462861173838,7,0,7.829,1,"repressed"
"NDUFS6",-0.49192046008605,0.0755064854724282,1,1,2.76,1,"repressed"
"NDUFS8",-0.554156327047473,0.0295522746327332,4,0,2.76,1,"repressed"
"NDUFV1",-0.754466938932202,0.0332919606145021,4,0,5.674,1,"repressed"
"NECAP1",-0.270924853232397,0.343989479370887,2,0,3.527,1,"unchanged"
"NECAP2",0.032336908456382,0.841021541211747,2.2,0.5,4.029,10,"unchanged"
"NECTIN4",0.691886193190861,0.0368024369260075,3.5,0,3.987,2,"induced"
"NEDD4",0.293733652376858,0.382869193123281,6,0,4.344,1,"unchanged"
"NEDD9",0.771873081051431,0.019966382127881,3.6,0,4.241,10,"induced"
"NEK10",0.543819115311754,0.343361116052525,6,0,3.977,1,"unchanged"
"NEK6",1.0993867324969,0.00822196634602517,4.7,0,5.057,20,"induced"
"NELFCD",-0.443851817685231,0.0257314273593809,3.375,0.125,6.238,8,"repressed"
"NEMF",-0.209589890789523,0.340935062088924,7,0,16.698,1,"unchanged"
"NEU1",-0.0750184214517162,0.731728929889203,5,0,5.214,1,"unchanged"
"NEURL1",-0.147688940141431,0.707913557625524,4.333,0,5.265,3,"unchanged"
"NEURL1B",0.139864860974717,0.806949167770915,4.167,0,5.047,6,"unchanged"
"NEURL2",0.161756581194363,0.565572273782209,5.25,0,4.376,4,"unchanged"
"NEURL3",0.424580172028758,0.407602325901219,3.5,0.5,5.36,2,"unchanged"
"NFAM1",0.755712270441559,0.205385601332306,3.5,0,4.574,10,"unchanged"
"NFASC",0.249581471893342,0.711125075673849,2,0,3.067,1,"unchanged"
"NFATC2",0.429360097778478,0.301594692263252,5.333,0,4.555,3,"unchanged"
"NFATC3",-0.012754814397729,0.938948105012166,2.667,0,3.863,3,"unchanged"
"NFE2L1",0.399968441309023,0.0173989746690131,1,1,2.76,1,"induced"
"NFE2L2",0.125713067107162,0.424378957173979,4.214,0.071,3.86,14,"unchanged"
"NFE2L3",-0.237675094667171,0.403481859837069,1,1,3.97,2,"unchanged"
"NFIA",-0.0398914376590245,0.854499794967671,6,0,5.693,1,"unchanged"
"NFKB1",0.396848107867562,0.0976924350772323,3,0,4.601,1,"induced"
"NFKBIB",0.0350681521142553,0.884796551381511,6,0,8.128,1,"unchanged"
"NFKBID",0.376126353657494,0.428916322533995,6,0,3.527,2,"unchanged"
"NFU1",-0.759571491503797,0.078868841035451,4,0,9.594,1,"repressed"
"NFX1",0.160295320417651,0.400877787825678,7,0,5.674,1,"unchanged"
"NFYC",-0.416390299476713,0.0290177312215247,4,0,2.621,1,"repressed"
"NGF",0.825360741869478,0.173700066304521,4.667,0,4.243,6,"unchanged"
"NGLY1",-0.159109278348529,0.302016494904137,7,0,10.788,1,"unchanged"
"NGRN",-0.0563653576181817,0.728730381339082,1,1,2.914,1,"unchanged"
"NHEJ1",0.080135780699798,0.687448202747986,1.5,0.5,3.065,2,"unchanged"
"NHSL1",-0.30184511740119,0.125304379741341,2,0,3.396,2,"unchanged"
"NIBAN2",0.917167931384395,0.0169935525802447,5,0,4.005,3,"induced"
"NIBAN3",2.50782837852993,0.151615277914712,6,0,4.134,1,"unchanged"
"NID1",0.514059184512049,0.0518154563028774,2.2,0,3.21,5,"induced"
"NIF3L1",-0.365591588827993,0.119331187575639,7,0,27.037,1,"unchanged"
"NIN",0.282863759227479,0.223958006063616,6,0,6.594,1,"unchanged"
"NIP7",0.0922357855417437,0.64090178098528,7,0,20.064,1,"unchanged"
"NIPAL2",-0.0210523641146478,0.947685447725531,5,0,2.76,1,"unchanged"
"NIPAL3",-0.404705448220516,0.00793978426049497,4,0,3.347,2,"repressed"
"NKAP",-0.136653306518872,0.364394238488552,7,0,10.275,1,"unchanged"
"NKD1",1.91300484216646,0.0177737577826137,3.714,0,4.455,7,"induced"
"NKG7",1.97625957622201,0.0878688079674737,2,0,2.76,1,"induced"
"NKRF",0.12833736271578,0.509230120638364,5,0,4.339,1,"unchanged"
"NLGN2",1.27509612280398,0.0274696207391984,6,0,4.217,2,"induced"
"NLGN3",0.541084752704616,0.26700941121771,5.5,0,4.217,2,"unchanged"
"NLGN4X",-1.81589747087449,0.022038279220203,3,0,4.908,1,"repressed"
"NLK",-0.277421660965614,0.183011395647596,4.333,0,8.734,3,"unchanged"
"NLRC5",1.93696330357974,0.0239676095514203,3,0.333,3.221,3,"induced"
"NLRP13",-0.380781209409792,0.317371271432247,4,0,9.815,1,"unchanged"
"NLRP5",-1.70846472334694,0.205615601592226,4,0,9.815,1,"unchanged"
"NMB",-1.92042826383033,0.0621040789973636,3.667,0,5.338,3,"repressed"
"NMNAT1",-0.517037881496778,0.0424073395510241,1,1,4.294,2,"repressed"
"NMRK1",-0.763002945396696,0.0188362297514592,3,0,4.754,1,"repressed"
"NOA1",-0.580277655122432,0.0176087917676422,1,1,4.371,2,"repressed"
"NOCT",0.507464831510351,0.483055531105224,1,1,3.144,2,"unchanged"
"NOD1",1.11230996720949,0.00689339204079193,7,0,16.849,1,"induced"
"NOD2",0.996999315201763,0.0310224462966844,6.5,0,4.847,2,"induced"
"NOL12",0.184313763182759,0.366425575077799,6,0,3.945,1,"unchanged"
"NOL3",1.15238559758864,0.0286021702016606,4,0,2.607,1,"induced"
"NOL6",0.242443270936562,0.183565120654591,1,1,2.76,1,"unchanged"
"NOL7",-0.193586345914028,0.339520141049256,3,0,3.067,1,"unchanged"
"NOP14",-0.0853959993116105,0.57847018666305,3,0,3.374,1,"unchanged"
"NOP58",0.286246705406167,0.0370973274632547,1,1,3.48,2,"induced"
"NOS3",0.725284900925455,0.0342918237294242,3.667,0,3.794,3,"induced"
"NOSTRIN",0.599913111888016,0.156876317661626,3,0,4.246,8,"unchanged"
"NOTCH1",0.0640429157561506,0.870822631483703,7,0,10.582,1,"unchanged"
"NOTCH3",0.211957812235823,0.563086296888215,4,0,4.908,1,"unchanged"
"NOTUM",1.63913125844705,0.179900203042012,5.5,0,3.265,2,"unchanged"
"NOVA1",-0.946080677690116,0.0185421209660846,1,1,2.914,1,"repressed"
"NOVA2",-0.238122278427013,0.521182408791303,3.25,0,3.877,4,"unchanged"
"NOX4",-2.76253767960328,0.0197929391485239,1,1,4.286,11,"repressed"
"NOXA1",0.143110391897853,0.654967578648995,2,0,3.067,1,"unchanged"
"NPAS1",0.919607990098318,0.0719055717887209,4,0,3.604,2,"induced"
"NPAS4",0.505762200121309,0.4477789122592,2,0,2.914,1,"unchanged"
"NPAT",-0.121790861287077,0.393012177563548,3.667,0,7.157,3,"unchanged"
"NPB",-1.90998874821539,0.0173325529059779,3.5,0,3.391,2,"repressed"
"NPC1",0.442220148088817,0.0237212617569808,5,0,3.335,3,"induced"
"NPHP3",-0.0321092744695122,0.848363646650254,1.5,0.5,2.473,2,"unchanged"
"NPHS2",-1.27280313124077,0.0875293396197725,2,0,5.674,1,"repressed"
"NPLOC4",-0.117502499674188,0.50028644117027,5,0,3.293,1,"unchanged"
"NPM2",1.23343995174342,0.0972001615310889,7,0,9.346,1,"induced"
"NPM3",0.30799273790963,0.162337804888587,3,0,2.538,1,"unchanged"
"NPTX1",-1.38809217872248,0.017716112189572,3,0,3.987,3,"repressed"
"NPTX2",2.20724807565257,0.178254113394374,3,0,2.996,1,"unchanged"
"NPTXR",1.00633126705503,0.0112190300795494,3.5,0,3.005,2,"induced"
"NPW",-0.0248194347372324,0.945987946109508,2,0,3.489,1,"unchanged"
"NR1D2",-0.672368379452131,0.0272825130609225,3,0,2.846,1,"repressed"
"NR1H3",0.791323904137924,0.0130915038009911,4,0,2.218,1,"induced"
"NR1H4",-1.46432152794742,0.0290160332017628,3,0,2.29,1,"repressed"
"NR1I2",-1.24596288724903,0.161301204909157,7,0,8.041,1,"unchanged"
"NR1I3",-2.72002979511977,0.0233570160399139,4,0,3.446,1,"repressed"
"NR3C1",-0.483784123149037,0.0208891789272678,4.833,0,6.441,6,"repressed"
"NR4A1",-0.886839565583435,0.304379979828154,7,0,14.063,1,"unchanged"
"NR4A2",-0.0847014456279496,0.883972872545245,5.5,0,13.58,2,"unchanged"
"NR5A2",0.550846659328381,0.522016024160655,6,0,2.893,1,"unchanged"
"NR6A1",-0.217266888365558,0.223693506960725,2,0,2.914,1,"unchanged"
"NRAS",0.0372706525818849,0.865309454932621,1,1,3.956,3,"unchanged"
"NRBF2",-0.280673494298783,0.0607541023765624,3.5,0.5,4.262,2,"repressed"
"NRIP1",-0.431816788791667,0.179422467822539,2.909,0.182,4.263,11,"unchanged"
"NRIP2",-0.570486836774454,0.350833536488707,3.667,0.333,6.147,3,"unchanged"
"NRROS",0.349946844551113,0.535395723677334,4.417,0.083,3.897,12,"unchanged"
"NSA2",-0.040894403013227,0.841505954143245,6,0,14.416,1,"unchanged"
"NSD1",-0.06359788384749,0.655689657806317,4.5,0,6.126,2,"unchanged"
"NSD2",-0.203534008329155,0.176980641387573,2,0,2.531,1,"unchanged"
"NSD3",0.120650471203283,0.515136260512436,1,1,3.221,2,"unchanged"
"NSG1",1.05915423859673,0.0490853794497238,1,1,2.88,2,"induced"
"NSMCE1",-0.0578476823927447,0.718943235334161,5.182,0,4.666,11,"unchanged"
"NSMCE2",0.364986949212779,0.0907465741036394,3,0,4.408,1,"induced"
"NSUN3",-0.471529976580482,0.238344392486268,7,0,12.423,1,"unchanged"
"NSUN5",-0.0959877468756396,0.624862696575167,1,1,4.644,1,"unchanged"
"NSUN7",-0.205130603388824,0.687970949452859,1,1,3.067,1,"unchanged"
"NT5C1A",-0.834137966218794,0.135029018952759,2.5,0.5,4.464,2,"unchanged"
"NT5C2",0.155762513121377,0.607779815748108,1,1,4.831,2,"unchanged"
"NT5DC2",0.251867878766284,0.509433469741446,4.667,0,4.456,9,"unchanged"
"NTAN1",-0.175238263912596,0.196365656647738,2,0,4.943,1,"unchanged"
"NTNG2",-1.41297468761402,0.0172513470571835,4.333,0,3.199,3,"repressed"
"NTS",0.978187668035802,0.459277162432373,1,1,2.85,2,"unchanged"
"NUBP1",0.133506015709568,0.467855410893139,5,0,13.24,2,"unchanged"
"NUBPL",0.0741952399209493,0.768085304014198,2.333,0,4.052,3,"unchanged"
"NUDC",-0.113446901390811,0.408466778614945,2,0,2.772,1,"unchanged"
"NUDT13",-1.23704589322336,0.0944337766316946,3,0.25,4.291,4,"repressed"
"NUDT16",-0.509685632151338,0.0841979915415244,2.5,0,4.027,2,"repressed"
"NUDT16L1",-0.512413362327094,0.0514099000705409,2,0,3.315,2,"repressed"
"NUDT22",0.0320011067392363,0.894014295695986,1.5,0.5,3.451,2,"unchanged"
"NUDT4",-0.0135183842630111,0.981031942234248,2,0.333,4.062,3,"unchanged"
"NUDT8",-0.278459928485094,0.341807776206221,6.5,0,4.03,2,"unchanged"
"NUDT9",-0.345706079555709,0.150309669797116,5.5,0,3.342,2,"unchanged"
"NUMA1",0.0165929965896527,0.923590668502732,6,0,3.821,1,"unchanged"
"NUMB",-0.484845877235806,0.0173837458248364,5,0,3.743,2,"repressed"
"NUP107",0.178627614367604,0.28968447972866,1.667,0.667,3.649,3,"unchanged"
"NUP153",0.0974209991152364,0.394972514235863,4,0,3.221,1,"unchanged"
"NUP188",0.230784493517623,0.0880035874661814,6,0,5.521,1,"induced"
"NUP35",-0.101885946367889,0.477961151410504,3.667,0.333,8.156,3,"unchanged"
"NUP62",-0.0247879219498408,0.896553993618074,4,0,3.834,2,"unchanged"
"NUP85",0.0961899214825808,0.494680143791114,1,1,6.441,1,"unchanged"
"NUPR1",0.256530017274134,0.520835314615563,4.5,0,2.832,2,"unchanged"
"NXPH3",0.255874903459103,0.648808476856665,6,0,3.376,3,"unchanged"
"NXPH4",-1.4496984132238,0.0398027032987641,4,0,3.97,3,"repressed"
"NXT1",0.320411470076414,0.24988005898655,7,0,15.769,1,"unchanged"
"NXT2",0.562429817954969,0.022280125159531,7,0,17.483,1,"induced"
"NYAP1",0.6648870238187,0.225997019610191,2,0,2.607,1,"unchanged"
"OAF",0.0504495444022783,0.862916603834898,6,0,12.729,1,"unchanged"
"OAS2",1.17726462341685,0.0380802839871639,2,0,3.895,1,"induced"
"OASL",2.38037897589197,0.014423497993915,1.5,0.5,3.558,2,"induced"
"OAT",-0.457152745452134,0.310244101050508,1.333,0.667,3.702,3,"unchanged"
"OAZ2",-0.0189516798838989,0.899206010575703,6,0,5.981,1,"unchanged"
"OCIAD1",-0.464730625490624,0.149217659647878,2.5,0.5,2.929,2,"unchanged"
"OCIAD2",-1.0745921506326,0.00727384289321545,1.167,0.833,4.419,6,"repressed"
"OCLN",-0.415436254796355,0.237547716550282,1,1,2.607,1,"unchanged"
"OCRL",-0.133262474126754,0.403469665212034,7,0,14.293,1,"unchanged"
"OCSTAMP",2.4317682624088,0.0792485537919042,1.25,0.812,3.914,16,"induced"
"ODAD1",0.173311591121535,0.770320514177353,7,0,9.28,1,"unchanged"
"ODAD4",0.783373657505502,0.0943944943579766,4.5,0,8.841,2,"induced"
"ODF2",0.336549708307722,0.214470165040087,5,0,3.401,1,"unchanged"
"ODF4",-0.980154820698002,0.194375947091837,5.2,0,5.041,5,"unchanged"
"OFD1",0.054209470271287,0.768872957357824,5,0,3.221,1,"unchanged"
"OGA",0.35074473803827,0.0620191442149527,5,0,5.798,4,"induced"
"OGFRL1",0.78339517415175,0.0193306717994123,4.5,0,3.221,2,"induced"
"OGN",0.59297888948839,0.273022924553759,3.167,0.167,3.361,6,"unchanged"
"OLFM1",0.0783030825312903,0.881720876589305,1.333,0.667,3.323,3,"unchanged"
"OLFM2",1.14858994122653,0.0647261285207976,3,0,6.134,2,"induced"
"OLFM4",-0.371293630783371,0.520835314615563,3,0.5,5.049,2,"unchanged"
"OLFML1",0.700376971572932,0.177541623633853,6,0,2.72,1,"unchanged"
"OLFML2B",2.19508661441258,0.0201923415488551,3.25,0,3.514,4,"induced"
"OLR1",2.59850505879756,0.0117359827762105,1.5,0.5,3.865,4,"induced"
"OMD",2.19901822363306,0.0188362297514592,3.167,0.167,3.361,6,"induced"
"OPA3",-0.449694722674273,0.109245541547324,2,0.5,3.033,2,"unchanged"
"OPHN1",-0.507345624683559,0.0875637952807359,1,1,2.76,1,"repressed"
"OPN3",-0.390418816705088,0.187344738741314,3,0,3.987,1,"unchanged"
"ORAI2",-0.154239966425111,0.523579341295109,3,0.5,3.276,2,"unchanged"
"ORC3",-0.440575964596117,0.0804594969855566,1,1,4.199,8,"repressed"
"OSBP",-0.0924672360059207,0.681371007263649,2,0,2.745,1,"unchanged"
"OSBPL10",0.254565145867814,0.218377644823425,3,0,2.17,1,"unchanged"
"OSBPL2",-0.223120182606113,0.0870923057588829,2,0,5.674,1,"repressed"
"OSBPL3",0.179591035629216,0.551884644683705,1.667,0.667,3.846,3,"unchanged"
"OSBPL6",-0.574133863772278,0.0251326255755841,1.429,0.714,3.408,7,"repressed"
"OSBPL9",-0.257669760375647,0.0709020856489185,2.5,0.333,4.178,6,"repressed"
"OSGIN1",0.180228041252021,0.763567132913572,3,0,3.554,2,"unchanged"
"OSR1",-0.291012330687884,0.589932180713017,5.333,0,3.226,3,"unchanged"
"OST4",-0.152131762661995,0.265523315273193,3,0,3.233,2,"unchanged"
"OSTF1",0.371425485683122,0.0930109352988188,3,0,4.754,1,"induced"
"OTUD6B",-0.0698264728893991,0.81822530178603,2,0,3.598,3,"unchanged"
"OTUD7B",-0.036206948493672,0.875724656227906,4,0,4.017,2,"unchanged"
"OTULIN",-0.171071325572342,0.540909712177752,2.75,0.25,3.859,4,"unchanged"
"OTULINL",0.548096696259048,0.0816128970768387,5.667,0,3.732,3,"induced"
"OVCH2",-0.398302657823204,0.683420064326546,2,0,3.895,1,"unchanged"
"OVOL2",-0.907209065606548,0.175333408515008,1,1,4.601,1,"unchanged"
"OXSM",-0.462664779711168,0.21224375727307,7,0,10.788,1,"unchanged"
"OXT",-2.36929332820758,0.0286857093504765,4.5,0,4.452,2,"repressed"
"P2RX2",-0.96346034234823,0.102121488102531,2,0,2.404,1,"unchanged"
"P2RX4",-0.0429743212902869,0.887170812457688,1,1,3.772,3,"unchanged"
"P2RX7",0.587223029014999,0.207917918743755,5,0,4.086,2,"unchanged"
"P2RY6",1.56813795431615,0.031798585121415,3.5,0,3.144,2,"induced"
"P3H2",-0.492432850275386,0.0682433508552489,1.333,0.667,5.561,3,"repressed"
"P3H3",0.755382204248457,0.0515106966353291,7,0,4.6,1,"induced"
"P4HA1",-0.350792096405523,0.233318095440625,2,0,3.067,1,"unchanged"
"PAAF1",-0.19551437993353,0.28603474190226,1,1,3.146,1,"unchanged"
"PABPC4",0.0289316257631018,0.894814887380847,2,0,3.446,1,"unchanged"
"PACC1",-0.129026997528659,0.510603214016739,1.5,0.5,3.274,2,"unchanged"
"PAICS",-0.450311571803928,0.0726562770079695,7,0,13.725,1,"repressed"
"PAK1",-0.0921398109682379,0.795095321721782,2.5,0,3.527,2,"unchanged"
"PAK3",0.954067661306846,0.0770800785658945,6,0,3.834,1,"induced"
"PAK6",-0.193263191871524,0.613032275411198,1,1,3.374,1,"unchanged"
"PALD1",0.516581917094344,0.236035680255924,4,0,5.094,6,"unchanged"
"PALM2AKAP2",0.295070041099591,0.106406711957445,4,0,3.206,1,"unchanged"
"PALMD",0.576118534583823,0.262278006732159,5.25,0,3.604,4,"unchanged"
"PALS1",-1.24860449653316,0.0151272351877785,1,1,4.084,2,"repressed"
"PALS2",-0.108883439053727,0.720764599335867,2,0,3.221,1,"unchanged"
"PAMR1",-0.403007825947194,0.683429637141293,1.75,0.417,3.605,12,"unchanged"
"PAN2",0.106710826895737,0.596585744727429,6,0,3.834,1,"unchanged"
"PANK3",-0.236724711061974,0.557787158221453,1,1,3.527,1,"unchanged"
"PANX1",1.16861424672332,0.0306407340434547,1,1,2.76,1,"induced"
"PAOX",-1.23101897334332,0.0424019671285917,2,0,3.296,1,"repressed"
"PAPLN",-0.928161886985977,0.103832651787594,4,0.5,5.811,2,"unchanged"
"PAPPA",0.963466085548521,0.147486591525946,5,0,5.406,1,"unchanged"
"PAPSS1",-0.128873825749702,0.424183959170742,2.667,0,6.39,3,"unchanged"
"PARD6B",-0.645377363495676,0.11219294530649,1.25,0.75,3.813,8,"unchanged"
"PARK7",-1.04949483990845,0.0125469047404911,7,0,22.117,1,"repressed"
"PARM1",0.53665856447634,0.239414361073359,3.333,0,3.374,3,"unchanged"
"PARP1",-0.0658135488535851,0.71805278556525,4,0,3.374,1,"unchanged"
"PARP11",0.219968305834666,0.359329757105825,3,0.5,4.294,2,"unchanged"
"PARP15",0.787900752886515,0.11296630235665,5,0,2.76,1,"unchanged"
"PARP16",0.0483827177793152,0.782665839530779,5,0,4.195,1,"unchanged"
"PARP3",-0.77552174417696,0.0351861683058426,1,1,4.218,2,"repressed"
"PARP4",0.299629174722363,0.216511329152222,6.5,0,9.627,2,"unchanged"
"PARP6",0.435356606598833,0.0635328105554714,3,0,2.76,1,"induced"
"PARP9",0.142410969735797,0.654701735002278,5,0,2.76,1,"unchanged"
"PARS2",-0.296253343703631,0.314828334417151,3,0.167,4.069,6,"unchanged"
"PARVA",0.12299857951933,0.50148422479459,3.667,0,5.191,3,"unchanged"
"PARVB",0.0318626347392792,0.907325092610764,1,1,2.914,2,"unchanged"
"PARVG",1.98972449068003,0.0492878236177344,5,0,9.662,1,"induced"
"PAWR",-0.270059975294173,0.362321104470864,1.556,0.667,3.702,9,"unchanged"
"PAX2",0.336789290756489,0.320584411437936,2,0,15.43,1,"unchanged"
"PAX8",-0.101364176008624,0.67359915086539,3.5,0,5.31,8,"unchanged"
"PAXBP1",0.151511328151939,0.334483358803597,2,0.5,3.929,2,"unchanged"
"PAXX",-0.072141587506886,0.799005743790277,3,0,4.447,1,"unchanged"
"PBLD",-1.01869714845757,0.182054139340829,2,0,3.221,1,"unchanged"
"PBX1",0.044904694999107,0.873847514856928,2.6,0.6,7.469,5,"unchanged"
"PBX3",0.372566142848154,0.323671514043324,2,0,4.447,1,"unchanged"
"PBX4",0.94902688863512,0.139451333714752,7,0,12.502,1,"unchanged"
"PC",-0.449232458337471,0.36569850092738,5,0,4.045,1,"unchanged"
"PCBP3",0.626761559949772,0.110961608628894,3,0,3.595,1,"unchanged"
"PCCA",-1.26567658953417,0.0272825130609225,1,1,3.374,1,"repressed"
"PCDH12",-0.750517496937023,0.058788418722734,3.364,0.091,4.892,11,"repressed"
"PCDH18",0.0953183433778177,0.900142529342184,1,1,2.76,1,"unchanged"
"PCDH7",-1.136220755443,0.0511222465608314,3,0,4.318,1,"repressed"
"PCDH9",0.550106404344569,0.152859950000985,1,1,3.146,1,"unchanged"
"PCED1B",0.857249198363223,0.389106532314055,2,0.667,3.067,3,"unchanged"
"PCGF6",-0.026128846476063,0.931906693761143,7,0,17.087,1,"unchanged"
"PCK1",0.811646923249488,0.516609530755329,3.333,0,4.784,3,"unchanged"
"PCLO",-0.291751256522955,0.549651049033701,1.333,0.667,3.495,3,"unchanged"
"PCNA",0.199641985181145,0.237158347217778,2,0,3.221,1,"unchanged"
"PCNX1",-0.0797575450712076,0.62077806529671,4,0,3.074,1,"unchanged"
"PCNX3",0.177029119076751,0.229051135475332,7,0,5.61,1,"unchanged"
"PCP4L1",0.0630025468228497,0.941281174932427,4,0,3.446,1,"unchanged"
"PCSK1N",1.11268179173004,0.114675275581983,6,0,3.987,1,"unchanged"
"PCSK6",-0.505457371347774,0.211126327525596,2.333,0.333,3.63,3,"unchanged"
"PCYT1A",-0.0923003999647154,0.688118191516503,1.667,0.333,3.313,3,"unchanged"
"PCYT1B",0.764219697207482,0.183259503982389,3,0,2.914,1,"unchanged"
"PDCD1",2.637329487914,0.00859810667119271,3,0.333,3.491,3,"induced"
"PDCD1LG2",0.159365694728057,0.732284723941924,3.667,0.111,3.799,9,"unchanged"
"PDCD2L",-0.0769234491622512,0.773351698515539,7,0,31.844,1,"unchanged"
"PDCD6",-0.215894825300361,0.29644979473268,1,1,2.196,1,"unchanged"
"PDCL",0.228627862754443,0.164164702917541,1,1,2.745,1,"unchanged"
"PDE10A",0.0322520695289858,0.95921271037894,3,0,3.595,1,"unchanged"
"PDE1A",-0.629701276499332,0.0747469882482458,1.833,0.583,4.828,12,"repressed"
"PDE1B",3.40388895168321,0.00295747396639751,7,0,6.292,1,"induced"
"PDE2A",-0.100046339393001,0.749147006944957,1.667,0.333,3.955,3,"unchanged"
"PDE3A",-0.293852610063878,0.369714829060767,1.75,0.5,3.76,8,"unchanged"
"PDE4A",0.394366641738054,0.247877231687503,7,0,8.715,1,"unchanged"
"PDE4C",-0.0599851266395737,0.934641162567327,7,0,4.134,1,"unchanged"
"PDE6D",-0.154611151423381,0.238224147510639,7,0,10.645,1,"unchanged"
"PDE8A",-0.154163153718983,0.643305138373983,2.2,0.6,4.955,5,"unchanged"
"PDE8B",-0.441122484846003,0.546431140032844,3,0.5,5.373,2,"unchanged"
"PDGFB",0.730296208451385,0.0862132178823082,4.333,0,4.417,6,"induced"
"PDGFD",0.944107582129938,0.0115400332224042,1,1,2.914,1,"induced"
"PDGFRA",1.55275715756207,0.0339698974107621,1.5,0.5,3.221,2,"induced"
"PDGFRL",1.38311795337576,0.0573562552007139,1,1,2.76,1,"induced"
"PDHB",-0.747640164594247,0.0327730393977828,2,0,3.34,1,"repressed"
"PDIA4",0.566560399842198,0.0592750847266929,6.5,0,7.155,2,"induced"
"PDIA5",0.556116298382707,0.0985082505824469,1.667,0.333,4.038,3,"induced"
"PDILT",-1.94186464392296,0.0387793777818307,1,1,2.76,1,"repressed"
"PDK3",-0.608602654098283,0.265242115721575,1.727,0.727,5.192,11,"unchanged"
"PDK4",1.08500867815397,0.195981215443243,7,0,13.817,1,"unchanged"
"PDLIM1",0.535500880418327,0.105670250607546,4.636,0,4.15,11,"unchanged"
"PDLIM2",-0.739931144165201,0.0290177312215247,3,0,2.652,1,"repressed"
"PDLIM3",-0.252831054327222,0.599244481446718,3.667,0,3.476,3,"unchanged"
"PDLIM4",1.43242958339241,0.0294825832677184,5,0,5.003,4,"induced"
"PDP1",0.0364498363829364,0.914012667821723,3,0,3.616,1,"unchanged"
"PDPR",-0.292511565718889,0.0571211301831293,1,1,2.29,1,"repressed"
"PDRG1",0.013668050010236,0.939761842834176,6,0,7.821,1,"unchanged"
"PDSS1",-0.702628461883202,0.162745747199538,1,1,4.045,1,"unchanged"
"PDSS2",-0.673971932425772,0.0579580108768034,1,1,2.914,1,"repressed"
"PDZD2",-1.80644227324665,0.00295747396639751,2,0.667,5.203,3,"repressed"
"PDZD3",-1.09238586922954,0.00589315422349387,5.5,0,3.875,2,"repressed"
"PDZK1",-0.554693512010951,0.16600091819234,1.5,0.5,6.381,2,"unchanged"
"PDZRN3",1.05117131521534,0.0372734830798544,5,0,4.542,1,"induced"
"PDZRN4",-0.780846672350021,0.210646370658697,3,0,5.214,1,"unchanged"
"PEBP1",-1.13575178743214,0.0200517274529446,3,0,5.388,2,"repressed"
"PEBP4",-0.884023915050197,0.0778148572014411,7,0,11.812,1,"repressed"
"PECAM1",1.9601078133867,0.00380200555456329,3.909,0.091,6.31,11,"induced"
"PEF1",-0.0198831843417882,0.900464314857877,5,0,5.393,1,"unchanged"
"PEG3",-0.381841093260284,0.12486490828833,3.8,0.2,4.661,5,"unchanged"
"PELI1",0.0750213085310163,0.904511260840599,3,0.4,4.584,5,"unchanged"
"PELI2",-0.783932486356078,0.0251326255755841,1,1,3.027,2,"repressed"
"PELO",0.0283873063627382,0.894604677899669,2,0,2.701,2,"unchanged"
"PER2",-0.513243481073636,0.24040572413246,4,0.5,13.798,2,"unchanged"
"PER3",-1.36160464930975,0.0430148102817284,5,0,4.246,2,"repressed"
"PET117",-0.408317857743305,0.138711722923997,1,1,4.601,1,"unchanged"
"PEX11A",-0.546459128162614,0.103434098090529,4,0,2.169,1,"unchanged"
"PEX11G",-0.53300504994966,0.0916506279641137,7,0,20.093,1,"repressed"
"PEX12",-0.23993085150501,0.488489898840924,7,0,10.105,1,"unchanged"
"PEX19",0.242052576202886,0.303915612891484,4,0,4.447,1,"unchanged"
"PFDN1",-0.23246056230127,0.210694595872676,3.25,0.125,4.346,8,"unchanged"
